ts,i,p,bp,ap,bv,av,v,to,oi,MA5,wall
1760824838011,RB2501,2908.4,2908.2,2908.6,31,35,66,191954,108000,2908.26,1760824838042
1760824838011,HC2501,2984.42,2984.22,2984.62,36,18,54,161159,103000,2984.35,1760824838042
1760824838026,RB2501,2909.34,2909.14,2909.54,24,46,70,203654,121000,2908.46,1760824838042
1760824838026,HC2501,2984.28,2984.08,2984.48,19,21,40,119371,127000,2984.34,1760824838042
1760824838042,RB2501,2908.64,2908.44,2908.84,27,21,48,139615,116000,2908.47,1760824838073
1760824838042,HC2501,2984.81,2984.61,2985.01,44,46,90,268633,101000,2984.44,1760824838073
1760824838057,RB2501,2909.05,2908.85,2909.25,32,14,46,133816,140000,2908.71,1760824838073
1760824838057,HC2501,2984.33,2984.13,2984.53,23,7,30,89529.8,111000,2984.36,1760824838073
1760824838073,RB2501,2909.12,2908.92,2909.32,35,16,51,148365,126000,2908.91,1760824838105
1760824838073,HC2501,2983.68,2983.48,2983.88,2,11,13,38787.8,114000,2984.3,1760824838105
1760824838089,RB2501,2908.52,2908.32,2908.72,22,2,24,69804.5,114000,2908.94,1760824838105
1760824838089,HC2501,2983.56,2983.36,2983.76,1,49,50,149178,134000,2984.13,1760824838105
1760824838104,RB2501,2909.28,2909.08,2909.48,30,3,33,96006.3,102000,2908.92,1760824838135
1760824838104,HC2501,2982.89,2982.69,2983.09,47,21,68,202836,101000,2983.85,1760824838135
1760824838120,RB2501,2908.45,2908.25,2908.65,38,32,70,203592,141000,2908.89,1760824838135
1760824838120,HC2501,2982.35,2982.15,2982.55,23,25,48,143153,137000,2983.36,1760824838135
1760824838135,RB2501,2908.53,2908.33,2908.73,5,16,21,61079.2,129000,2908.78,1760824838135
1760824838135,HC2501,2982.79,2982.59,2982.99,31,31,62,184933,125000,2983.05,1760824838135
1760824838150,RB2501,2908.26,2908.06,2908.46,24,24,48,139596,108000,2908.61,1760824838166
1760824838150,HC2501,2983.47,2983.27,2983.67,25,10,35,104421,133000,2983.01,1760824838166
1760824838166,RB2501,2907.92,2907.72,2908.12,8,35,43,125040,127000,2908.49,1760824838166
1760824838166,HC2501,2983.37,2983.17,2983.57,42,26,68,202869,113000,2982.97,1760824838166
1760824838182,RB2501,2907.91,2907.71,2908.11,41,32,73,212277,132000,2908.21,1760824838213
1760824838182,HC2501,2982.61,2982.41,2982.81,18,39,57,170009,134000,2982.92,1760824838213
1760824838197,RB2501,2908.35,2908.15,2908.55,44,9,53,154142,123000,2908.19,1760824838213
1760824838197,HC2501,2981.98,2981.78,2982.18,41,30,71,211721,130000,2982.84,1760824838213
1760824838213,RB2501,2907.98,2907.78,2908.18,50,10,60,174479,149000,2908.08,1760824838244
1760824838213,HC2501,2982.24,2982.04,2982.44,48,14,62,184899,137000,2982.73,1760824838244
1760824838228,RB2501,2908.01,2907.81,2908.21,16,26,42,122136,106000,2908.03,1760824838244
1760824838228,HC2501,2981.24,2981.04,2981.44,3,41,44,131175,105000,2982.29,1760824838244
1760824838244,RB2501,2907.13,2906.93,2907.33,44,33,77,223849,102000,2907.87,1760824838244
1760824838244,HC2501,2982.21,2982.01,2982.41,14,22,36,107360,144000,2982.06,1760824838244
1760824838259,RB2501,2908.07,2907.87,2908.27,4,47,51,148312,135000,2907.91,1760824838289
1760824838259,HC2501,2983.07,2982.87,2983.27,48,45,93,277426,119000,2982.15,1760824838289
1760824838274,RB2501,2908.42,2908.22,2908.62,28,5,33,95977.8,110000,2907.92,1760824838289
1760824838274,HC2501,2983.62,2983.42,2983.82,3,2,5,14918.1,130000,2982.48,1760824838289
1760824838289,RB2501,2908.69,2908.49,2908.89,26,4,30,87260.8,125000,2908.06,1760824838320
1760824838289,HC2501,2983.81,2983.61,2984.01,35,28,63,187980,132000,2982.79,1760824838320
1760824838305,RB2501,2909.32,2909.12,2909.52,50,1,51,148375,104000,2908.33,1760824838320
1760824838305,HC2501,2984.68,2984.48,2984.88,21,49,70,208927,145000,2983.48,1760824838320
1760824838320,RB2501,2910.19,2909.99,2910.39,29,36,65,189163,141000,2908.94,1760824838352
1760824838320,HC2501,2983.9,2983.7,2984.1,22,30,52,155163,149000,2983.82,1760824838352
1760824838336,RB2501,2910.49,2910.29,2910.69,25,41,66,192093,107000,2909.42,1760824838352
1760824838336,HC2501,2982.91,2982.71,2983.11,29,2,31,92470.1,136000,2983.78,1760824838352
1760824838352,RB2501,2910.38,2910.18,2910.58,28,24,52,151340,113000,2909.82,1760824838352
1760824838352,HC2501,2982.15,2981.95,2982.35,7,33,40,119286,120000,2983.49,1760824838352
1760824838368,RB2501,2909.54,2909.34,2909.74,24,7,31,90195.7,107000,2909.99,1760824838399
1760824838368,HC2501,2981.6,2981.4,2981.8,20,33,53,158025,126000,2983.05,1760824838399
1760824838383,RB2501,2908.57,2908.37,2908.77,40,15,55,159971,135000,2909.83,1760824838399
1760824838383,HC2501,2982.3,2982.1,2982.5,10,41,51,152097,143000,2982.57,1760824838399
1760824838399,RB2501,2909.12,2908.92,2909.32,8,17,25,72728,120000,2909.62,1760824838431
1760824838399,HC2501,2982.44,2982.24,2982.64,14,10,24,71578.5,112000,2982.28,1760824838431
1760824838415,RB2501,2908.64,2908.44,2908.84,20,14,34,98893.8,108000,2909.25,1760824838431
1760824838415,HC2501,2981.68,2981.48,2981.88,17,18,35,104359,138000,2982.03,1760824838431
1760824838431,RB2501,2909.45,2909.25,2909.65,42,46,88,256032,126000,2909.06,1760824838460
1760824838431,HC2501,2981.01,2980.81,2981.21,19,3,22,65582.1,134000,2981.8,1760824838461
1760824838446,RB2501,2908.91,2908.71,2909.11,29,26,55,159990,128000,2908.94,1760824838461
1760824838446,HC2501,2981.95,2981.75,2982.15,36,45,81,241538,150000,2981.87,1760824838461
1760824838461,RB2501,2908.72,2908.52,2908.92,14,3,17,49448.3,123000,2908.97,1760824838479
1760824838461,HC2501,2981.84,2981.64,2982.04,49,8,57,169965,122000,2981.78,1760824838479
1760824838476,RB2501,2908.36,2908.16,2908.56,37,3,40,116334,144000,2908.82,1760824838479
1760824838476,HC2501,2981.85,2981.65,2982.05,22,13,35,104365,139000,2981.67,1760824838479
1760824838500,RB2501,2909.22,2909.02,2909.42,43,36,79,229828,137000,2908.93,1760824838521
1760824838500,HC2501,2981.06,2980.86,2981.26,1,34,35,104337,144000,2981.54,1760824838521
1760824838509,RB2501,2908.74,2908.54,2908.94,5,18,23,66901,122000,2908.79,1760824838521
1760824838509,HC2501,2981.01,2980.81,2981.21,41,50,91,271272,150000,2981.54,1760824838521
1760824838521,RB2501,2908.83,2908.63,2909.03,29,19,48,139624,131000,2908.77,1760824838553
1760824838521,HC2501,2980.88,2980.68,2981.08,39,35,74,220585,108000,2981.33,1760824838553
1760824838536,RB2501,2909.64,2909.44,2909.84,39,42,81,235681,130000,2908.96,1760824838553
1760824838536,HC2501,2981.04,2980.84,2981.24,1,10,11,32791.5,110000,2981.17,1760824838553
1760824838553,RB2501,2910.29,2910.09,2910.49,46,4,50,145514,128000,2909.34,1760824838582
1760824838553,HC2501,2980.09,2979.89,2980.29,45,36,81,241387,119000,2980.82,1760824838583
1760824838567,RB2501,2910.89,2910.69,2911.09,11,26,37,107703,115000,2909.68,1760824838583
1760824838567,HC2501,2981.05,2980.85,2981.25,9,23,32,95393.5,130000,2980.81,1760824838583
1760824838582,RB2501,2910.85,2910.65,2911.05,38,6,44,128078,138000,2910.1,1760824838614
1760824838582,HC2501,2981.63,2981.43,2981.83,31,25,56,166971,102000,2980.94,1760824838614
1760824838598,RB2501,2911.29,2911.09,2911.49,8,47,55,160121,102000,2910.59,1760824838614
1760824838598,HC2501,2982.24,2982.04,2982.44,32,34,66,196828,142000,2981.21,1760824838614
1760824838614,RB2501,2911.96,2911.76,2912.16,14,32,46,133950,121000,2911.05,1760824838645
1760824838614,HC2501,2983.09,2982.89,2983.29,7,15,22,65628,149000,2981.62,1760824838645
1760824838629,RB2501,2912.83,2912.63,2913.03,15,33,48,139816,141000,2911.56,1760824838645
1760824838629,HC2501,2982.97,2982.77,2983.17,29,1,30,89489,145000,2982.19,1760824838645
1760824838645,RB2501,2912.51,2912.31,2912.71,39,45,84,244651,132000,2911.89,1760824838676
1760824838645,HC2501,2982.24,2982.04,2982.44,1,11,12,35786.9,134000,2982.43,1760824838676
1760824838660,RB2501,2912.31,2912.11,2912.51,16,24,40,116492,102000,2912.18,1760824838676
1760824838660,HC2501,2982.79,2982.59,2982.99,13,34,47,140191,140000,2982.66,1760824838676
1760824838676,RB2501,2911.68,2911.48,2911.88,12,30,42,122290,140000,2912.26,1760824838707
1760824838676,HC2501,2983.36,2983.16,2983.56,43,25,68,202868,150000,2982.89,1760824838707
1760824838691,RB2501,2912.2,2912,2912.4,25,25,50,145610,115000,2912.31,1760824838707
1760824838691,HC2501,2983.88,2983.68,2984.08,34,23,57,170081,129000,2983.05,1760824838707
1760824838707,RB2501,2912.24,2912.04,2912.44,25,42,67,195120,125000,2912.19,1760824838723
1760824838707,HC2501,2984.85,2984.65,2985.05,30,3,33,98500.2,109000,2983.42,1760824838723
1760824838723,RB2501,2912.28,2912.08,2912.48,1,27,28,81543.8,135000,2912.14,1760824838723
1760824838723,HC2501,2984.13,2983.93,2984.33,5,20,25,74603.3,130000,2983.8,1760824838723
1760824838738,RB2501,2912.68,2912.48,2912.88,8,30,38,110682,111000,2912.22,1760824838753
1760824838738,HC2501,2983.34,2983.14,2983.54,29,28,57,170050,110000,2983.91,1760824838754
1760824838753,RB2501,2913.62,2913.42,2913.82,18,45,63,183558,119000,2912.61,1760824838754
1760824838753,HC2501,2983.65,2983.45,2983.85,3,16,19,56689.4,104000,2983.97,1760824838754
1760824838768,RB2501,2914.36,2914.16,2914.56,12,15,27,78687.8,111000,2913.04,1760824838800
1760824838768,HC2501,2983.71,2983.51,2983.91,18,50,68,202892,133000,2983.94,1760824838800
1760824838784,RB2501,2915.13,2914.93,2915.33,22,11,33,96199.4,140000,2913.61,1760824838800
1760824838784,HC2501,2984.03,2983.83,2984.23,36,28,64,190978,110000,2983.77,1760824838800
1760824838800,RB2501,2914.51,2914.31,2914.71,11,49,60,174871,112000,2914.06,1760824838831
1760824838800,HC2501,2983.7,2983.5,2983.9,17,45,62,184990,146000,2983.69,1760824838831
1760824838815,RB2501,2915.27,2915.07,2915.47,40,49,89,259459,136000,2914.58,1760824838831
1760824838815,HC2501,2983.95,2983.75,2984.15,2,27,29,86534.4,122000,2983.81,1760824838831
1760824838831,RB2501,2914.38,2914.18,2914.58,49,39,88,256466,128000,2914.73,1760824838846
1760824838831,HC2501,2983.2,2983,2983.4,16,43,59,176009,125000,2983.72,1760824838847
1760824838846,RB2501,2914.58,2914.38,2914.78,4,39,43,125327,101000,2914.78,1760824838847
1760824838846,HC2501,2984.1,2983.9,2984.3,30,40,70,208887,105000,2983.79,1760824838847
1760824838862,RB2501,2914.24,2914.04,2914.44,22,1,23,67027.5,109000,2914.6,1760824838893
1760824838862,HC2501,2984.07,2983.87,2984.27,33,44,77,229773,149000,2983.8,1760824838893
1760824838877,RB2501,2915.19,2914.99,2915.39,35,24,59,171996,101000,2914.73,1760824838893
1760824838877,HC2501,2984.78,2984.58,2984.98,2,46,48,143270,106000,2984.02,1760824838893
1760824838893,RB2501,2915.35,2915.15,2915.55,27,28,55,160344,143000,2914.75,1760824838924
1760824838893,HC2501,2984.92,2984.72,2985.12,38,18,56,167155,129000,2984.21,1760824838924
1760824838908,RB2501,2915.15,2914.95,2915.35,31,14,45,131182,139000,2914.9,1760824838924
1760824838908,HC2501,2985.05,2984.85,2985.25,4,23,27,80596.3,123000,2984.58,1760824838924
1760824838924,RB2501,2915.81,2915.61,2916.01,50,19,69,201191,110000,2915.15,1760824838955
1760824838924,HC2501,2984.61,2984.41,2984.81,3,16,19,56707.7,111000,2984.69,1760824838955
1760824838939,RB2501,2916.47,2916.27,2916.67,4,31,35,102076,144000,2915.59,1760824838955
1760824838939,HC2501,2985.6,2985.4,2985.8,42,37,79,235862,106000,2984.99,1760824838955
1760824838966,RB2501,2916.1,2915.9,2916.3,39,3,42,122476,126000,2915.78,1760824838985
1760824838966,HC2501,2986.52,2986.32,2986.72,24,6,30,89595.7,123000,2985.34,1760824838985
1760824838970,RB2501,2915.52,2915.32,2915.72,35,36,71,207002,129000,2915.81,1760824838985
1760824838970,HC2501,2987.38,2987.18,2987.58,41,41,82,244965,101000,2985.83,1760824838985
1760824838985,RB2501,2915.13,2914.93,2915.33,24,7,31,90368.9,135000,2915.81,1760824839016
1760824838985,HC2501,2986.4,2986.2,2986.6,24,6,30,89592.1,124000,2986.1,1760824839016
1760824839002,RB2501,2914.7,2914.5,2914.9,11,14,25,72867.4,147000,2915.58,1760824839016
1760824839002,HC2501,2985.93,2985.73,2986.13,28,46,74,220959,119000,2986.37,1760824839016
1760824839016,RB2501,2915.64,2915.44,2915.84,36,38,74,215757,131000,2915.42,1760824839047
1760824839016,HC2501,2985.3,2985.1,2985.5,28,15,43,128368,145000,2986.31,1760824839047
1760824839033,RB2501,2915.74,2915.54,2915.94,7,35,42,122461,140000,2915.34,1760824839047
1760824839033,HC2501,2985.36,2985.16,2985.56,7,10,17,50751.2,139000,2986.08,1760824839047
1760824839047,RB2501,2916.23,2916.03,2916.43,31,29,60,174974,132000,2915.49,1760824839078
1760824839047,HC2501,2984.46,2984.26,2984.66,22,8,30,89533.7,110000,2985.49,1760824839078
1760824839063,RB2501,2916.73,2916.53,2916.93,17,20,37,107919,143000,2915.81,1760824839078
1760824839063,HC2501,2984.81,2984.61,2985.01,30,31,61,182074,149000,2985.17,1760824839078
1760824839078,RB2501,2915.99,2915.79,2916.19,23,31,54,157464,112000,2916.07,1760824839093
1760824839078,HC2501,2984.02,2983.82,2984.22,34,48,82,244690,123000,2984.79,1760824839093
1760824839093,RB2501,2916.5,2916.3,2916.7,28,14,42,122493,108000,2916.24,1760824839093
1760824839093,HC2501,2983.05,2982.85,2983.25,16,41,57,170034,141000,2984.34,1760824839093
1760824839109,RB2501,2915.91,2915.71,2916.11,42,20,62,180787,141000,2916.27,1760824839141
1760824839109,HC2501,2983.28,2983.08,2983.48,15,17,32,95464.9,129000,2983.93,1760824839141
1760824839125,RB2501,2916.41,2916.21,2916.61,46,3,49,142904,128000,2916.31,1760824839141
1760824839125,HC2501,2984.18,2983.98,2984.38,40,32,72,214861,115000,2983.87,1760824839141
1760824839141,RB2501,2916.61,2916.41,2916.81,4,17,21,61248.9,105000,2916.29,1760824839157
1760824839141,HC2501,2984.86,2984.66,2985.06,24,3,27,80591.3,126000,2983.88,1760824839157
1760824839157,RB2501,2915.71,2915.51,2915.91,32,39,71,207016,134000,2916.23,1760824839157
1760824839157,HC2501,2984.95,2984.75,2985.15,10,8,18,53729.1,130000,2984.06,1760824839157
1760824839172,RB2501,2916.42,2916.22,2916.62,32,17,49,142905,134000,2916.22,1760824839202
1760824839172,HC2501,2985.25,2985.05,2985.45,47,18,65,194041,116000,2984.5,1760824839202
1760824839187,RB2501,2917.34,2917.14,2917.54,12,10,22,64181.5,121000,2916.5,1760824839202
1760824839187,HC2501,2985.02,2984.82,2985.22,50,45,95,283577,132000,2984.85,1760824839202
1760824839202,RB2501,2917.8,2917.6,2918,25,18,43,125465,144000,2916.78,1760824839233
1760824839202,HC2501,2985.99,2985.79,2986.19,19,50,69,206033,134000,2985.22,1760824839233
1760824839218,RB2501,2917.42,2917.22,2917.62,46,19,65,189632,136000,2916.94,1760824839233
1760824839218,HC2501,2985.09,2984.89,2985.29,5,11,16,47761.4,134000,2985.26,1760824839233
1760824839233,RB2501,2917.5,2917.3,2917.7,42,50,92,268410,145000,2917.3,1760824839264
1760824839233,HC2501,2985.56,2985.36,2985.76,44,11,55,164206,139000,2985.38,1760824839264
1760824839248,RB2501,2917.98,2917.78,2918.18,42,49,91,265536,148000,2917.61,1760824839264
1760824839248,HC2501,2986.44,2986.24,2986.64,2,12,14,41810.2,101000,2985.62,1760824839265
1760824839264,RB2501,2918.75,2918.55,2918.95,13,44,57,166369,142000,2917.89,1760824839280
1760824839264,HC2501,2986.52,2986.32,2986.72,1,40,41,122448,121000,2985.92,1760824839280
1760824839280,RB2501,2918.91,2918.71,2919.11,42,5,47,137189,127000,2918.11,1760824839280
1760824839280,HC2501,2987.08,2986.88,2987.28,19,48,67,200134,127000,2986.14,1760824839280
1760824839296,RB2501,2919.53,2919.33,2919.73,43,38,81,236482,125000,2918.53,1760824839328
1760824839296,HC2501,2986.82,2986.62,2987.02,9,4,13,38828.6,138000,2986.48,1760824839328
1760824839312,RB2501,2919.45,2919.25,2919.65,19,23,42,122617,106000,2918.92,1760824839328
1760824839312,HC2501,2987.39,2987.19,2987.59,1,4,5,14937,118000,2986.85,1760824839328
1760824839328,RB2501,2920.22,2920.02,2920.42,16,42,58,169373,101000,2919.37,1760824839343
1760824839328,HC2501,2988.07,2987.87,2988.27,5,34,39,116535,149000,2987.18,1760824839343
1760824839343,RB2501,2921.1,2920.9,2921.3,12,34,46,134371,101000,2919.84,1760824839343
1760824839343,HC2501,2988.73,2988.53,2988.93,16,7,23,68740.8,125000,2987.62,1760824839343
1760824839359,RB2501,2920.23,2920.03,2920.43,20,25,45,131411,121000,2920.11,1760824839389
1760824839359,HC2501,2989.45,2989.25,2989.65,21,29,50,149473,105000,2988.09,1760824839390
1760824839374,RB2501,2919.82,2919.62,2920.02,43,28,71,207308,141000,2920.17,1760824839390
1760824839374,HC2501,2990.29,2990.09,2990.49,4,42,46,137553,126000,2988.79,1760824839390
1760824839389,RB2501,2918.89,2918.69,2919.09,18,34,52,151782,133000,2920.05,1760824839420
1760824839389,HC2501,2989.36,2989.16,2989.56,7,25,32,95659.4,104000,2989.18,1760824839420
1760824839405,RB2501,2918.06,2917.86,2918.26,30,5,35,102132,127000,2919.62,1760824839420
1760824839405,HC2501,2989.67,2989.47,2989.87,19,16,35,104638,124000,2989.5,1760824839420
1760824839420,RB2501,2918.01,2917.81,2918.21,50,46,96,280129,111000,2919,1760824839451
1760824839420,HC2501,2990.38,2990.18,2990.58,45,7,52,155500,131000,2989.83,1760824839451
1760824839436,RB2501,2917.66,2917.46,2917.86,2,17,19,55435.5,146000,2918.49,1760824839451
1760824839436,HC2501,2989.5,2989.3,2989.7,32,43,75,224213,114000,2989.84,1760824839451
1760824839451,RB2501,2917.51,2917.31,2917.71,18,18,36,105030,105000,2918.03,1760824839481
1760824839451,HC2501,2989.73,2989.53,2989.93,27,46,73,218250,125000,2989.73,1760824839482
1760824839466,RB2501,2917.2,2917,2917.4,26,47,73,212956,115000,2917.69,1760824839482
1760824839466,HC2501,2988.82,2988.62,2989.02,14,32,46,137486,139000,2989.62,1760824839482
1760824839481,RB2501,2916.58,2916.38,2916.78,8,28,36,104997,102000,2917.39,1760824839517
1760824839481,HC2501,2988.11,2987.91,2988.31,32,9,41,122513,139000,2989.31,1760824839517
1760824839497,RB2501,2916.12,2915.92,2916.32,21,18,39,113729,127000,2917.02,1760824839517
1760824839497,HC2501,2988.75,2988.55,2988.95,43,50,93,277954,147000,2988.98,1760824839517
1760824839517,RB2501,2915.73,2915.53,2915.93,35,11,46,134124,121000,2916.63,1760824839542
1760824839517,HC2501,2988.66,2988.46,2988.86,18,21,39,116558,140000,2988.82,1760824839542
1760824839528,RB2501,2915.23,2915.03,2915.43,41,30,71,206981,110000,2916.17,1760824839542
1760824839528,HC2501,2988.48,2988.28,2988.68,48,22,70,209194,135000,2988.57,1760824839542
1760824839542,RB2501,2914.66,2914.46,2914.86,25,42,67,195282,115000,2915.66,1760824839573
1760824839542,HC2501,2989.34,2989.14,2989.54,8,47,55,164414,124000,2988.67,1760824839573
1760824839557,RB2501,2914.36,2914.16,2914.56,1,8,9,26229.2,126000,2915.22,1760824839573
1760824839557,HC2501,2989.28,2989.08,2989.48,35,3,38,113593,127000,2988.9,1760824839573
1760824839573,RB2501,2913.77,2913.57,2913.97,37,18,55,160257,131000,2914.75,1760824839589
1760824839573,HC2501,2989.99,2989.79,2990.19,26,19,45,134550,124000,2989.15,1760824839589
1760824839589,RB2501,2914.46,2914.26,2914.66,48,21,69,201098,125000,2914.49,1760824839589
1760824839589,HC2501,2990.29,2990.09,2990.49,24,26,50,149515,141000,2989.48,1760824839589
1760824839605,RB2501,2914.2,2914,2914.4,17,14,31,90340.1,127000,2914.29,1760824839635
1760824839605,HC2501,2991.13,2990.93,2991.33,44,2,46,137592,137000,2990,1760824839635
1760824839620,RB2501,2913.34,2913.14,2913.54,10,18,28,81573.6,133000,2914.02,1760824839635
1760824839620,HC2501,2991.7,2991.5,2991.9,20,49,69,206428,111000,2990.48,1760824839635
1760824839635,RB2501,2914,2913.8,2914.2,43,15,58,169012,109000,2913.95,1760824839635
1760824839635,HC2501,2991.2,2991,2991.4,4,8,12,35894.4,101000,2990.86,1760824839635
1760824839650,RB2501,2913.08,2912.88,2913.28,4,22,26,75740.1,145000,2913.82,1760824839681
1760824839650,HC2501,2991.25,2991.05,2991.45,15,3,18,53842.5,141000,2991.11,1760824839681
1760824839665,RB2501,2912.5,2912.3,2912.7,25,49,74,215525,130000,2913.42,1760824839681
1760824839665,HC2501,2992.05,2991.85,2992.25,44,38,82,245348,117000,2991.47,1760824839681
1760824839681,RB2501,2912.34,2912.14,2912.54,49,20,69,200951,125000,2913.05,1760824839681
1760824839681,HC2501,2992.72,2992.52,2992.92,20,24,44,131680,136000,2991.79,1760824839681
1760824839696,RB2501,2912.28,2912.08,2912.48,28,12,40,116491,133000,2912.84,1760824839727
1760824839696,HC2501,2992.94,2992.74,2993.14,49,50,99,296301,124000,2992.03,1760824839727
1760824839712,RB2501,2912.55,2912.35,2912.75,41,50,91,265042,108000,2912.55,1760824839727
1760824839712,HC2501,2993.63,2993.43,2993.83,38,27,65,194586,113000,2992.52,1760824839727
1760824839727,RB2501,2913.14,2912.94,2913.34,28,47,75,218486,135000,2912.56,1760824839758
1760824839727,HC2501,2992.7,2992.5,2992.9,3,50,53,158613,143000,2992.81,1760824839758
1760824839743,RB2501,2913.05,2912.85,2913.25,46,41,87,253436,132000,2912.67,1760824839758
1760824839743,HC2501,2993.52,2993.32,2993.72,26,2,28,83818.5,147000,2993.1,1760824839758
1760824839758,RB2501,2913.38,2913.18,2913.58,42,30,72,209764,105000,2912.88,1760824839788
1760824839758,HC2501,2994.33,2994.13,2994.53,24,37,61,182654,144000,2993.42,1760824839788
1760824839773,RB2501,2914.04,2913.84,2914.24,4,36,40,116562,138000,2913.23,1760824839788
1760824839773,HC2501,2994.32,2994.12,2994.52,3,32,35,104801,147000,2993.7,1760824839788
1760824839788,RB2501,2913.35,2913.15,2913.55,28,32,60,174801,132000,2913.39,1760824839819
1760824839788,HC2501,2994.63,2994.43,2994.83,23,22,45,134758,131000,2993.9,1760824839819
1760824839804,RB2501,2912.38,2912.18,2912.58,31,27,58,168918,135000,2913.24,1760824839819
1760824839804,HC2501,2994.6,2994.4,2994.8,27,48,75,224595,147000,2994.28,1760824839819
1760824839819,RB2501,2913.15,2912.95,2913.35,36,41,77,224313,136000,2913.26,1760824839849
1760824839819,HC2501,2994.63,2994.43,2994.83,33,16,49,146737,142000,2994.5,1760824839850
1760824839835,RB2501,2913.44,2913.24,2913.64,8,11,19,55355.4,128000,2913.27,1760824839850
1760824839835,HC2501,2995.14,2994.94,2995.34,28,21,49,146762,135000,2994.67,1760824839850
1760824839850,RB2501,2912.64,2912.44,2912.84,22,9,31,90291.9,102000,2912.99,1760824839880
1760824839850,HC2501,2995.31,2995.11,2995.51,41,25,66,197690,112000,2994.86,1760824839880
1760824839865,RB2501,2913.11,2912.91,2913.31,15,49,64,186439,133000,2912.95,1760824839880
1760824839865,HC2501,2995.51,2995.31,2995.71,30,34,64,191713,116000,2995.04,1760824839880
1760824839880,RB2501,2913.04,2912.84,2913.24,30,20,50,145652,116000,2913.08,1760824839911
1760824839880,HC2501,2994.58,2994.38,2994.78,35,22,57,170691,137000,2995.03,1760824839911
1760824839896,RB2501,2912.73,2912.53,2912.93,33,11,44,128160,134000,2912.99,1760824839911
1760824839896,HC2501,2994.03,2993.83,2994.23,23,49,72,215570,150000,2994.91,1760824839911
1760824839911,RB2501,2912.63,2912.43,2912.83,2,27,29,84466.4,135000,2912.83,1760824839927
1760824839911,HC2501,2994.93,2994.73,2995.13,35,26,61,182691,105000,2994.87,1760824839927
1760824839926,RB2501,2913,2912.8,2913.2,43,6,49,142737,139000,2912.9,1760824839927
1760824839926,HC2501,2994.07,2993.87,2994.27,28,49,77,230543,120000,2994.62,1760824839927
1760824839942,RB2501,2913.24,2913.04,2913.44,10,8,18,52438.4,124000,2912.93,1760824839973
1760824839942,HC2501,2993.45,2993.25,2993.65,25,16,41,122731,103000,2994.21,1760824839973
1760824839957,RB2501,2914.02,2913.82,2914.22,9,17,26,75764.6,144000,2913.13,1760824839973
1760824839957,HC2501,2994.22,2994.02,2994.42,30,23,53,158694,147000,2994.14,1760824839973
1760824839973,RB2501,2914.25,2914.05,2914.45,18,4,22,64113.6,118000,2913.43,1760824840004
1760824839973,HC2501,2993.23,2993.03,2993.43,38,38,76,227486,121000,2993.98,1760824840004
1760824839988,RB2501,2913.38,2913.18,2913.58,18,18,36,104882,110000,2913.58,1760824840004
1760824839988,HC2501,2993.25,2993.05,2993.45,12,46,58,173608,116000,2993.64,1760824840004
1760824840003,RB2501,2912.99,2912.79,2913.19,31,45,76,221387,128000,2913.58,1760824840034
1760824840003,HC2501,2993.8,2993.6,2994,5,10,15,44907,106000,2993.59,1760824840035
1760824840019,RB2501,2913.31,2913.11,2913.51,49,7,56,163145,110000,2913.59,1760824840035
1760824840019,HC2501,2994.12,2993.92,2994.32,24,2,26,77847.1,150000,2993.72,1760824840035
1760824840044,RB2501,2913.47,2913.27,2913.67,10,32,42,122366,118000,2913.48,1760824840064
1760824840044,HC2501,2994.28,2994.08,2994.48,37,12,49,146720,150000,2993.74,1760824840065
1760824840049,RB2501,2913.92,2913.72,2914.12,15,15,30,87417.6,116000,2913.41,1760824840065
1760824840049,HC2501,2994.11,2993.91,2994.31,23,17,40,119764,139000,2993.91,1760824840065
1760824840065,RB2501,2913.1,2912.9,2913.3,33,7,40,116524,146000,2913.36,1760824840081
1760824840065,HC2501,2994.36,2994.16,2994.56,27,4,31,92825.1,108000,2994.13,1760824840081
1760824840081,RB2501,2913.13,2912.93,2913.33,19,3,22,64088.8,103000,2913.38,1760824840081
1760824840081,HC2501,2994.28,2994.08,2994.48,1,13,14,41919.9,115000,2994.23,1760824840081
1760824840096,RB2501,2912.22,2912.02,2912.42,42,47,89,259188,110000,2913.17,1760824840126
1760824840096,HC2501,2994.01,2993.81,2994.21,39,49,88,263473,141000,2994.21,1760824840127
1760824840111,RB2501,2911.26,2911.06,2911.46,28,39,67,195055,140000,2912.73,1760824840127
1760824840111,HC2501,2993.7,2993.5,2993.9,39,48,87,260452,135000,2994.09,1760824840127
1760824840126,RB2501,2910.76,2910.56,2910.96,49,21,70,203753,143000,2912.09,1760824840156
1760824840126,HC2501,2994.27,2994.07,2994.47,40,32,72,215587,118000,2994.12,1760824840156
1760824840141,RB2501,2910.8,2910.6,2911,33,26,59,171737,133000,2911.63,1760824840157
1760824840141,HC2501,2994.52,2994.32,2994.72,12,21,33,98819.3,118000,2994.16,1760824840157
1760824840156,RB2501,2910.75,2910.55,2910.95,7,22,29,84411.9,148000,2911.16,1760824840157
1760824840156,HC2501,2995.06,2994.86,2995.26,7,25,32,95842,116000,2994.31,1760824840157
1760824840171,RB2501,2911.04,2910.84,2911.24,15,2,17,49487.8,121000,2910.92,1760824840189
1760824840171,HC2501,2995.48,2995.28,2995.68,28,19,47,140787,106000,2994.61,1760824840189
